Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.7412224532218074,0.012980232271614142,0.6299290561385419,0.3552397560793433,18.985574122976352,0.5665071964672582
2,0.9892682099233369,0.007841152517875177,0.7021642730828165,0.6884068751347253,21.958404714047685,0.6558594623303401
3,0.9913695388000104,0.006427937145749321,0.7352287199607411,0.725632646230346,21.363458215781797,0.6746680253559469
4,1.0002343204797617,0.005778508035701626,0.8705688669573782,0.8726924185585769,20.164055054130383,0.6632694297935104
5,0.999955417663086,0.005601882146801015,0.9975606119227083,0.9975277792686977,20.327991594313318,0.6796914335432968
6,1.0000380043937447,0.005443220850034844,0.9994492954018759,0.9994869961721634,22.305378674199407,0.6972620532771789
7,1.0000110115721603,0.005450587375340213,0.9996076386976266,0.9996122956094311,21.18225417699913,0.6952163218210772
8,1.0000500506771102,0.005595830920941791,0.9996419508727206,0.999707639005476,22.058814971363255,0.698627194833368
9,1.0000067513990427,0.005163341267540513,0.9997842501964346,0.9997910950739654,19.45224203561225,0.7007389270514628
10,1.000005818006652,0.0050706895117479086,0.999842022656789,0.9998479530313645,22.924653739459842,0.7057676053156158
11,1.0000066804425738,0.004795746428446457,0.9998683653972427,0.9998750683618355,22.508280665808446,0.7097730090952331
12,1.000004398695644,0.005171524656396369,0.9999023088650876,0.9999068699372244,22.717655156115256,0.7014843609776213
13,1.0000013667899017,0.004782732354771249,0.9998897199039837,0.999890957525262,20.684076615643665,0.702794916696994
14,1.000004726596869,0.004850632811429659,0.9999073563401865,0.9999120671353163,22.72927186868624,0.7139725974818182
15,1.0000003119178567,0.004868878462905733,0.9999208173635589,0.9999210948929561,22.974863384642298,0.7152954257491156
16,1.0000053487373766,0.004636493634003077,0.9999165370901446,0.9999220258030812,21.307434555371763,0.7043706877483457
17,1.000003271323282,0.004863762996765397,0.999943076625822,0.9999464220538122,22.084755307232644,0.7117632898720101
18,1.0000012308404553,0.0047517193170569915,0.9999511237069397,0.9999523700464189,22.947479254907034,0.7134756513995649
19,0.999999443609258,0.004306936264381006,0.9999531179954099,0.9999525010616056,22.074675024693793,0.7170195570598706
20,0.9999997568590621,0.004441527190957353,0.9999479904218396,0.9999477075646528,22.778959782106316,0.7156808758793052
21,1.0000000636913016,0.004457723472783897,0.9999528566612818,0.9999529231678356,22.9161692576038,0.7175603144934118
22,1.00000032681145,0.004498583011597834,0.9999517097032391,0.9999519941950886,22.60944374766765,0.7153968303078864
23,0.9999986988387779,0.004501537150722763,0.9999518086911459,0.9999504276130816,23.08111177020402,0.7201924295580405
24,1.0000028253025426,0.0044474821677147666,0.9999543645770614,0.999957279997952,23.27576114632854,0.7215917504427093
25,1.0000011455352806,0.0043364112611165686,0.9999650839684032,0.9999662662835942,23.331347026676976,0.7212138166428823
26,0.9999983110907358,0.004368202186720763,0.9999614354618435,0.9999596516210576,23.230806508045116,0.7210022311424955
27,1.0000008067968473,0.004250463867846663,0.9999511637561753,0.999951938132213,22.729288482686805,0.7207158838600722
28,0.9999999364297847,0.004364172573290754,0.9999591882244593,0.9999591172982618,23.22743915593046,0.7200464696645615
29,1.0000006590112325,0.004243374136671492,0.9999619938505065,0.9999626650308945,23.023927458613834,0.7087479914094422
30,1.000001506281117,0.004365207814602507,0.9999677546742364,0.9999693147175926,23.00874569210055,0.7204788159210105
31,1.0000003041683447,0.0042141335418021215,0.9999721767697739,0.9999724489713817,23.467158644063417,0.7244580482970403
32,1.0000006195674274,0.004183630475328848,0.9999753501343812,0.999975985110018,22.65363183674411,0.7229519359740949
33,1.000000026336232,0.004226287379681141,0.9999744818257825,0.9999744761650062,22.813797660137134,0.7173692443426519
34,1.000000267358163,0.004523909900956132,0.9999760380246544,0.9999762966646163,23.236362850507085,0.7214480169446653
35,0.999999181942143,0.00465844240105333,0.9999693090265448,0.9999683839285537,22.606908801797516,0.7171651084087657
36,1.0000002387818374,0.004282998600326679,0.9999683204794245,0.9999685234197692,23.40719357852361,0.7252972942884347
37,1.0000004441439045,0.004200437308159984,0.9999695153573008,0.9999699459395595,22.360856658200966,0.7015015839803879
38,0.9999992080967459,0.004639402626686786,0.999961216174872,0.9999601956912865,23.321427111389674,0.7255163826937601
39,1.000000093417945,0.004198947352385116,0.9999514832116433,0.9999515317974507,23.19117691823953,0.714148520515194
40,1.0000006696668113,0.004329609117291418,0.9999351651611638,0.9999354696927669,23.37922768540131,0.7217165618423522
41,0.9999999661564282,0.004151148712470628,0.999931883363932,0.9999316402835371,23.553266773276338,0.7281644372331
42,1.000000391834699,0.004097987141260577,0.9999376052887443,0.9999381366146586,23.586542476987088,0.7286983694201983
43,0.9999987072845351,0.003978041886934257,0.9999413027140984,0.9999396569114944,22.795287684392722,0.7305611344749641
44,0.9999973086187112,0.003950950748501407,0.9998125988193549,0.9998074863512786,23.518378757460276,0.7223493093279426
45,0.9999953241079456,0.004068482291178542,0.9996184890133406,0.9996099027659822,23.356814711171943,0.7293085771323824
46,0.9997050386809527,0.00397212839003798,0.9965333457886718,0.9959900527814126,23.580638180827744,0.726899327573103
47,0.9999975729497209,0.003980644673975577,0.9999964400679403,0.999993718051862,22.92053094844708,0.7241969007323271
48,1.0000036664878493,0.004051384035263299,0.999985572346096,0.999995346418064,23.583325929960345,0.7285976281106744
49,0.9999999849853206,0.003914948834514046,0.9999995064529567,0.9999994972504112,23.455039435184215,0.7287250286041025
50,0.9999999631898182,0.004064908872442221,0.999999433801282,0.9999993989284781,23.605035812740333,0.7288522710498666
