Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.8891548098132597,0.013974449934542875,0.6628154378635984,0.5368943376974626,20.182325997274265,0.6042954085168649
2,0.8320364524047952,0.009000353475416778,0.6786460113016829,0.48536102268646186,20.344527280628604,0.651484258635629
3,0.5027374697252238,0.0081250373654374,0.7653309950494355,0.25959463085110807,21.89444210601762,0.67840289158407
4,0.31462798495774585,0.007492060614385585,0.839247601158792,0.15580952541364396,21.133213635141065,0.6833423592524821
5,0.30640204820674105,0.007457070466492338,0.8487688808528344,0.15133056301442765,22.472930180897013,0.6957008433166405
6,0.3040443995289709,0.006873407830621852,0.8477876530860874,0.14840959049591018,19.166055354238157,0.6734514834161577
7,0.301401438841425,0.007285217420137007,0.8506045013348302,0.15007291695622396,22.85429561074155,0.7009681160374909
8,0.9995186962168371,0.006533397177169019,0.520159965726311,0.5087389166189245,21.477463599440057,0.6909068579780323
9,0.9988340999705952,0.00657044949365705,0.3264542578924362,0.33061340764550884,20.846190364662853,0.7022448445014265
10,1.0004303333055797,0.006690255610802986,0.31417829836607586,0.311988488861363,22.73895552923036,0.7086320352348475
11,0.9948678944182311,0.006636305981769272,0.2696527018045762,0.2667188409502098,22.869658115400547,0.7065263319554336
12,0.9881164285360465,0.006426629227708596,0.30411052171078473,0.2966170177779384,21.452915902286783,0.6942997364116357
13,0.9888131014279995,0.0067826147395086325,0.27678515573272006,0.26666065846196646,22.030667006879657,0.6946959682622496
14,0.9858317871636216,0.006562623420967676,0.29111733807108015,0.28020099494104883,22.720806373906505,0.7055070931049335
15,0.9939984776393722,0.006435754183450891,0.30744041834705793,0.3007281311518532,23.086580580074653,0.7100196030462013
16,0.9852238486054102,0.006153969462145519,0.3471546877816948,0.3324810814409464,22.955013637641287,0.7132736022185407
17,1.0004173698250929,0.006112476623507852,0.3293528271060477,0.32735594569758875,23.028516565811742,0.7115405094902064
18,0.9983798909029905,0.00621180839216031,0.3537354999656542,0.3498617179990723,23.285415411398347,0.7134341096865943
19,0.9955614655680194,0.005940483369353218,0.31785593134549256,0.31561743662162384,22.601373233592202,0.7139852946182385
20,1.0017633694812935,0.0061643490011564,0.2713446355580436,0.27149264602990486,22.36185967820377,0.7077651504879375
21,0.9917858544190321,0.006135094429117024,0.2670302602952964,0.25456529755832097,22.96354053958947,0.7178759686894802
22,0.9879582199486092,0.006156456856829918,0.32366940139997663,0.3188765476414732,23.155810461473255,0.7167573893445588
23,1.002458392211542,0.005796366080915136,0.3795310844316768,0.3808737583363825,23.364575045479874,0.7184257905697569
24,1.0045851188120107,0.0058491426065267116,0.35105814166090826,0.3585723814714857,22.20568606541754,0.7100747624831251
25,1.0020735596811305,0.0062250667197252365,0.3212410721941125,0.3242119522249717,23.160021977856857,0.7154857223108978
26,1.0073848756331971,0.005789785184261307,0.32019383293411463,0.32909636596788183,23.097859669151603,0.7163027939970812
27,0.9960426787787612,0.005770497848485526,0.3197025160549739,0.3164793264448128,23.19432573011664,0.7161818513293869
28,1.0049566396787846,0.005923130162937189,0.3034324164073318,0.3070704708128426,23.283479304977497,0.7198084186423909
29,0.9984510401410461,0.005742976130986725,0.33829284477137017,0.33834229586026343,22.809138947973956,0.716274038055574
30,1.0045475075849124,0.0058352075429200945,0.329987092693788,0.3388819633975981,22.474802441437273,0.7137473628507646
31,1.003883560881995,0.005780427186920626,0.2972010929249095,0.29470506835674015,22.463708945445987,0.7082377539606128
32,1.0054409149154422,0.005740287924661226,0.28029348669831916,0.2889062201934396,23.379599896619627,0.7204829198173486
33,1.001252253809939,0.00570006154046227,0.28439515965308193,0.2911657941952885,22.587522174243638,0.7164277439949294
34,1.000536498713457,0.00579449707484218,0.3056710804096026,0.30368792520312865,23.367207882497322,0.7229693303439991
35,1.002769308928126,0.005771006189320764,0.31874695775955686,0.31972918842212994,23.113104467886426,0.7207304114251648
36,1.0024696018806019,0.005732488250875455,0.314652304893947,0.3141449167378485,22.99670500973763,0.7173681004723055
37,0.9987769279460607,0.0057155707186024585,0.31649492669674634,0.3187284118454731,23.318631186397766,0.7245293410070176
38,0.9952295994988669,0.005642206502563725,0.31771718795799614,0.3134073248485916,23.307650378731623,0.7204973421434632
39,1.0060864502309603,0.005522394826216647,0.3214300580894118,0.3242182755845643,23.477128908828764,0.7225935980261371
40,0.9975104009881124,0.005485211233922965,0.32506417792239367,0.32392173469702323,23.561248977017296,0.725908978252377
41,1.007962508271829,0.005426388798653323,0.3201336197104776,0.3319632596567599,23.337234215574796,0.7247004584650996
42,1.0031879293307124,0.00551578603115419,0.3018547369781153,0.30193953625498354,23.1017611348552,0.7230982433090724
43,1.0020420879443446,0.005474227456231221,0.2777399180079548,0.2769320239991691,23.05620229628562,0.7232412369103526
44,0.9996912449129104,0.0056967266772364284,0.27264962067998805,0.27173966232927516,22.24311156043298,0.7225360110545898
45,1.0051354167423858,0.005628403113259087,0.2857721440376758,0.28734727133464666,22.649102643437054,0.720430482790033
46,1.003359930475331,0.005690882766194577,0.24556196506341862,0.24709711004277138,23.456700556846144,0.7214609881443926
47,1.0069066779512994,0.005676308534225878,0.24212742590432,0.24570282756404382,23.347291672044285,0.7259308625260484
48,1.000037286322755,0.005520659921725823,0.2410972661751669,0.24161596114166864,23.525097002415,0.7259481880433551
49,1.0021773004604513,0.005466746999406804,0.23731406888966636,0.24353700546276272,23.594782402125706,0.7283824933792141
50,1.00336799360036,0.005442139563241045,0.23955115005411795,0.24018297248712464,23.647119554471566,0.7303557506577505
